name, area, area_bbox, area_convex, area_filled, axis_major_length, area_minor_length, bbox1, bbox2, bbox3, bbox4, bbox5, bbox6, centroid1, centroid2, centroid3, centroid_local1, centroid_local2, centroid_local3, mean(coords_scaled), std(coords_scaled), mean(coords), std(coords), equivalent_diameter_area, euler_number, extent, mean(image), std(image), mean(image_convex), std(image_convex), mean(image_filled), std(image_filled), mean(inertia_tensor), std(inertia_tensor), intertia_tensor_eigvals1, intertia_tensor_eigvals2, intertia_tensor_eigvals3, label, mean(moments), std(moments), mean(moments_central), std(moments_central), mean(moments_normalized), std(moments_normalized), num_pixels, slice1, slice2, slice3, slice4, slice5, slice6, slice7, slice8, slice9, solidity
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (10)_color_threshold_idx_1_chunck_7_region_29_labels_1_G.png, 1:1.0, 2:1.0, 3:1.0, 4:1.0, 5:0.0, 6:0.0, 7:170.5, 8:132.0009469663002, 9:170.0, 10:132.0, 11:0.0, 12:0.0, 13:170.0, 14:132.0, 15:170.0, 16:132.0, 17:1.1283791670955126, 18:1.0, 19:1.0, 20:1.0, 21:0.0, 22:1.0, 23:0.0, 24:1.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:2333, 31:0.0625, 32:0.24206145913796356, 33:0.0625, 34:0.24206145913796356, 35:0, 36:0, 37:1, 38:97.42857142857143, 39:130.67501361650386, 40:1.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (76)_color_threshold_idx_2_chunck_6_region_-1_labels_-1_G.png, 1:2.0, 2:2.0, 3:2.0, 4:2.0, 5:2.0, 6:0.0, 7:360.75, 8:85.25366561034194, 9:360.25, 10:85.25, 11:0.25, 12:0.25, 13:360.25, 14:85.2507331346775, 15:360.25, 16:85.2507331346775, 17:1.5957691216057308, 18:1.0, 19:1.0, 20:1.0, 21:0.0, 22:1.0, 23:0.0, 24:1.0, 25:0.0, 26:0.0625, 27:0.10825317547305482, 28:0.125, 29:0.125, 30:1151, 31:0.3125, 32:0.582961190818051, 33:0.15625, 34:0.4911323014219285, 35:0, 36:0, 37:2, 38:206.14285714285714, 39:189.80096986913767, 40:1.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (77)_color_threshold_idx_1_chunck_5_region_181_labels_1_G.png, 1:1.0, 2:1.0, 3:1.0, 4:1.0, 5:0.0, 6:0.0, 7:376.0, 8:62.50199996800102, 9:375.5, 10:62.5, 11:0.0, 12:0.0, 13:375.5, 14:62.5, 15:375.5, 16:62.5, 17:1.1283791670955126, 18:1.0, 19:1.0, 20:1.0, 21:0.0, 22:1.0, 23:0.0, 24:1.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:5029, 31:0.0625, 32:0.24206145913796356, 33:0.0625, 34:0.24206145913796356, 35:0, 36:0, 37:1, 38:214.85714285714286, 39:191.97650791655923, 40:1.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (78)_color_threshold_idx_2_chunck_10_region_1_labels_2_G.png, 1:1.0, 2:1.0, 3:1.0, 4:1.0, 5:0.0, 6:0.0, 7:404.5, 8:271.00046125422, 9:404.0, 10:271.0, 11:0.0, 12:0.0, 13:404.0, 14:271.0, 15:404.0, 16:271.0, 17:1.1283791670955126, 18:1.0, 19:1.0, 20:1.0, 21:0.0, 22:1.0, 23:0.0, 24:1.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:28154, 31:0.0625, 32:0.24206145913796356, 33:0.0625, 34:0.24206145913796356, 35:0, 36:0, 37:1, 38:231.14285714285714, 39:286.4204843888632, 40:1.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (79)_color_threshold_idx_1_chunck_2_region_1_labels_0_G.png, 1:1.0, 2:1.0, 3:1.0, 4:1.0, 5:0.0, 6:0.0, 7:449.0, 8:3.5355339059327378, 9:448.5, 10:3.5, 11:0.0, 12:0.0, 13:448.5, 14:3.5, 15:448.5, 16:3.5, 17:1.1283791670955126, 18:1.0, 19:1.0, 20:1.0, 21:0.0, 22:1.0, 23:0.0, 24:1.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:26385, 31:0.0625, 32:0.24206145913796356, 33:0.0625, 34:0.24206145913796356, 35:0, 36:0, 37:1, 38:256.57142857142856, 39:222.21344767257136, 40:1.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (79)_color_threshold_idx_1_chunck_3_region_1_labels_0_G.png, 1:1.0, 2:1.0, 3:1.0, 4:1.0, 5:0.0, 6:0.0, 7:585.5, 8:115.00108695138495, 9:585.0, 10:115.0, 11:0.0, 12:0.0, 13:585.0, 14:115.0, 15:585.0, 16:115.0, 17:1.1283791670955126, 18:1.0, 19:1.0, 20:1.0, 21:0.0, 22:1.0, 23:0.0, 24:1.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:4809, 31:0.0625, 32:0.24206145913796356, 33:0.0625, 34:0.24206145913796356, 35:0, 36:0, 37:1, 38:334.57142857142856, 39:302.5075475530001, 40:1.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (8)_color_threshold_idx_1_chunck_16_region_47_labels_3_G.png, 1:1.0, 2:1.0, 3:1.0, 4:1.0, 5:0.0, 6:0.0, 7:358.0, 8:212.50058823447995, 9:357.5, 10:212.5, 11:0.0, 12:0.0, 13:357.5, 14:212.5, 15:357.5, 16:212.5, 17:1.1283791670955126, 18:1.0, 19:1.0, 20:1.0, 21:0.0, 22:1.0, 23:0.0, 24:1.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:29850, 31:0.0625, 32:0.24206145913796356, 33:0.0625, 34:0.24206145913796356, 35:0, 36:0, 37:1, 38:204.57142857142858, 39:239.14601465742768, 40:1.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (80)_color_threshold_idx_1_chunck_1_region_-1_labels_-1_G.png, 1:1.0, 2:1.0, 3:1.0, 4:1.0, 5:0.0, 6:0.0, 7:134.5, 8:49.002550954006466, 9:134.0, 10:49.0, 11:0.0, 12:0.0, 13:134.0, 14:49.0, 15:134.0, 16:49.0, 17:1.1283791670955126, 18:1.0, 19:1.0, 20:1.0, 21:0.0, 22:1.0, 23:0.0, 24:1.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:406, 31:0.0625, 32:0.24206145913796356, 33:0.0625, 34:0.24206145913796356, 35:0, 36:0, 37:1, 38:76.85714285714286, 39:76.17353978426699, 40:1.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (81)_color_threshold_idx_0_chunck_8_region_-1_labels_-1_G.png, 1:1.0, 2:1.0, 3:1.0, 4:1.0, 5:0.0, 6:0.0, 7:260.0, 8:237.5005263152063, 9:259.5, 10:237.5, 11:0.0, 12:0.0, 13:259.5, 14:237.5, 15:259.5, 16:237.5, 17:1.1283791670955126, 18:1.0, 19:1.0, 20:1.0, 21:0.0, 22:1.0, 23:0.0, 24:1.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:2405, 31:0.0625, 32:0.24206145913796356, 33:0.0625, 34:0.24206145913796356, 35:0, 36:0, 37:1, 38:148.57142857142858, 39:220.87867202403686, 40:1.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (81)_color_threshold_idx_1_chunck_14_region_71_labels_2_G.png, 1:2.0, 2:2.0, 3:2.0, 4:2.0, 5:2.0, 6:0.0, 7:583.25, 8:39.757860857948586, 9:582.75, 10:39.75, 11:0.25, 12:0.25, 13:582.75, 14:39.75157229594824, 15:582.75, 16:39.75157229594824, 17:1.5957691216057308, 18:1.0, 19:1.0, 20:1.0, 21:0.0, 22:1.0, 23:0.0, 24:1.0, 25:0.0, 26:0.0625, 27:0.10825317547305482, 28:0.125, 29:0.125, 30:36677, 31:0.3125, 32:0.582961190818051, 33:0.15625, 34:0.4911323014219285, 35:0, 36:0, 37:2, 38:333.2857142857143, 39:290.194375393811, 40:1.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (82)_color_threshold_idx_1_chunck_7_region_166_labels_0_G.png, 1:1.0, 2:1.0, 3:1.0, 4:1.0, 5:0.0, 6:0.0, 7:335.0, 8:120.5010373399333, 9:334.5, 10:120.5, 11:0.0, 12:0.0, 13:334.5, 14:120.5, 15:334.5, 16:120.5, 17:1.1283791670955126, 18:1.0, 19:1.0, 20:1.0, 21:0.0, 22:1.0, 23:0.0, 24:1.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:1647, 31:0.0625, 32:0.24206145913796356, 33:0.0625, 34:0.24206145913796356, 35:0, 36:0, 37:1, 38:191.42857142857142, 39:189.1589332831424, 40:1.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (82)_color_threshold_idx_2_chunck_2_region_-1_labels_-1_G.png, 1:1.0, 2:1.0, 3:1.0, 4:1.0, 5:0.0, 6:0.0, 7:87.5, 8:2.0615528128088303, 9:87.0, 10:2.0, 11:0.0, 12:0.0, 13:87.0, 14:2.0, 15:87.0, 16:2.0, 17:1.1283791670955126, 18:1.0, 19:1.0, 20:1.0, 21:0.0, 22:1.0, 23:0.0, 24:1.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:1159, 31:0.0625, 32:0.24206145913796356, 33:0.0625, 34:0.24206145913796356, 35:0, 36:0, 37:1, 38:50.0, 39:43.329303841956325, 40:1.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (83)_color_threshold_idx_1_chunck_-1_region_-1_labels_-1_G.png, 1:1.0, 2:1.0, 3:1.0, 4:1.0, 5:0.0, 6:0.0, 7:549.5, 8:59.00211860602973, 9:549.0, 10:59.0, 11:0.0, 12:0.0, 13:549.0, 14:59.0, 15:549.0, 16:59.0, 17:1.1283791670955126, 18:1.0, 19:1.0, 20:1.0, 21:0.0, 22:1.0, 23:0.0, 24:1.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:1586, 31:0.0625, 32:0.24206145913796356, 33:0.0625, 34:0.24206145913796356, 35:0, 36:0, 37:1, 38:314.0, 39:275.56539280955747, 40:1.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (84)_color_threshold_idx_2_chunck_12_region_107_labels_3_G.png, 1:1.0, 2:1.0, 3:1.0, 4:1.0, 5:0.0, 6:0.0, 7:384.5, 8:42.00297608503474, 9:384.0, 10:42.0, 11:0.0, 12:0.0, 13:384.0, 14:42.0, 15:384.0, 16:42.0, 17:1.1283791670955126, 18:1.0, 19:1.0, 20:1.0, 21:0.0, 22:1.0, 23:0.0, 24:1.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:12775, 31:0.0625, 32:0.24206145913796356, 33:0.0625, 34:0.24206145913796356, 35:0, 36:0, 37:1, 38:219.71428571428572, 39:192.90909353202338, 40:1.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (85)_color_threshold_idx_2_chunck_3_region_2_labels_0_G.png, 1:2.0, 2:2.0, 3:2.0, 4:2.0, 5:2.0, 6:0.0, 7:352.25, 8:111.25280895330239, 9:351.75, 10:111.25, 11:0.25, 12:0.25, 13:351.75, 14:111.25056179633431, 15:351.75, 16:111.25056179633431, 17:1.5957691216057308, 18:1.0, 19:1.0, 20:1.0, 21:0.0, 22:1.0, 23:0.0, 24:1.0, 25:0.0, 26:0.0625, 27:0.10825317547305482, 28:0.125, 29:0.125, 30:44783, 31:0.3125, 32:0.582961190818051, 33:0.15625, 34:0.4911323014219285, 35:0, 36:0, 37:2, 38:201.28571428571428, 39:193.54491120425055, 40:1.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (85)_color_threshold_idx_2_chunck_4_region_2_labels_0_G.png, 1:1.0, 2:1.0, 3:1.0, 4:1.0, 5:0.0, 6:0.0, 7:510.0, 8:46.502688094345686, 9:509.5, 10:46.5, 11:0.0, 12:0.0, 13:509.5, 14:46.5, 15:509.5, 16:46.5, 17:1.1283791670955126, 18:1.0, 19:1.0, 20:1.0, 21:0.0, 22:1.0, 23:0.0, 24:1.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:63337, 31:0.0625, 32:0.24206145913796356, 33:0.0625, 34:0.24206145913796356, 35:0, 36:0, 37:1, 38:291.42857142857144, 39:254.820865451375, 40:1.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (86)_color_threshold_idx_2_chunck_13_region_113_labels_1_G.png, 1:1.0, 2:1.0, 3:1.0, 4:1.0, 5:0.0, 6:0.0, 7:510.0, 8:41.50301193889427, 9:509.5, 10:41.5, 11:0.0, 12:0.0, 13:509.5, 14:41.5, 15:509.5, 16:41.5, 17:1.1283791670955126, 18:1.0, 19:1.0, 20:1.0, 21:0.0, 22:1.0, 23:0.0, 24:1.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:15188, 31:0.0625, 32:0.24206145913796356, 33:0.0625, 34:0.24206145913796356, 35:0, 36:0, 37:1, 38:291.42857142857144, 39:254.32704319037563, 40:1.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (87)_color_threshold_idx_0_chunck_3_region_174_labels_1_G.png, 1:1.0, 2:1.0, 3:1.0, 4:1.0, 5:0.0, 6:0.0, 7:509.0, 8:42.50294107470682, 9:508.5, 10:42.5, 11:0.0, 12:0.0, 13:508.5, 14:42.5, 15:508.5, 16:42.5, 17:1.1283791670955126, 18:1.0, 19:1.0, 20:1.0, 21:0.0, 22:1.0, 23:0.0, 24:1.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:46906, 31:0.0625, 32:0.24206145913796356, 33:0.0625, 34:0.24206145913796356, 35:0, 36:0, 37:1, 38:290.85714285714283, 39:253.930490247924, 40:1.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (87)_color_threshold_idx_1_chunck_8_region_27_labels_1_G.png, 1:1.0, 2:1.0, 3:1.0, 4:1.0, 5:0.0, 6:0.0, 7:335.0, 8:130.5009578508909, 9:334.5, 10:130.5, 11:0.0, 12:0.0, 13:334.5, 14:130.5, 15:334.5, 16:130.5, 17:1.1283791670955126, 18:1.0, 19:1.0, 20:1.0, 21:0.0, 22:1.0, 23:0.0, 24:1.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:3191, 31:0.0625, 32:0.24206145913796356, 33:0.0625, 34:0.24206145913796356, 35:0, 36:0, 37:1, 38:191.42857142857142, 39:192.91290199232927, 40:1.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (88)_color_threshold_idx_1_chunck_7_region_5_labels_1_G.png, 1:1.0, 2:1.0, 3:1.0, 4:1.0, 5:0.0, 6:0.0, 7:252.5, 8:46.00271731104588, 9:252.0, 10:46.0, 11:0.0, 12:0.0, 13:252.0, 14:46.0, 15:252.0, 16:46.0, 17:1.1283791670955126, 18:1.0, 19:1.0, 20:1.0, 21:0.0, 22:1.0, 23:0.0, 24:1.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:14020, 31:0.0625, 32:0.24206145913796356, 33:0.0625, 34:0.24206145913796356, 35:0, 36:0, 37:1, 38:144.28571428571428, 39:129.70374406504152, 40:1.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (89)_color_threshold_idx_0_chunck_2_region_25_labels_1_G.png, 1:1.0, 2:1.0, 3:1.0, 4:1.0, 5:0.0, 6:0.0, 7:370.5, 8:96.00130207450313, 9:370.0, 10:96.0, 11:0.0, 12:0.0, 13:370.0, 14:96.0, 15:370.0, 16:96.0, 17:1.1283791670955126, 18:1.0, 19:1.0, 20:1.0, 21:0.0, 22:1.0, 23:0.0, 24:1.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:12090, 31:0.0625, 32:0.24206145913796356, 33:0.0625, 34:0.24206145913796356, 35:0, 36:0, 37:1, 38:211.71428571428572, 39:197.18933199608244, 40:1.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (9)_color_threshold_idx_1_chunck_15_region_26_labels_3_G.png, 1:1.0, 2:1.0, 3:1.0, 4:1.0, 5:0.0, 6:0.0, 7:164.0, 8:52.502380898393554, 9:163.5, 10:52.5, 11:0.0, 12:0.0, 13:163.5, 14:52.5, 15:163.5, 16:52.5, 17:1.1283791670955126, 18:1.0, 19:1.0, 20:1.0, 21:0.0, 22:1.0, 23:0.0, 24:1.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:3450, 31:0.0625, 32:0.24206145913796356, 33:0.0625, 34:0.24206145913796356, 35:0, 36:0, 37:1, 38:93.71428571428571, 39:90.34333604282574, 40:1.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (90)_color_threshold_idx_2_chunck_1_region_14_labels_1_G.png, 1:1.0, 2:1.0, 3:1.0, 4:1.0, 5:0.0, 6:0.0, 7:203.0, 8:83.50149699256895, 9:202.5, 10:83.5, 11:0.0, 12:0.0, 13:202.5, 14:83.5, 15:202.5, 16:83.5, 17:1.1283791670955126, 18:1.0, 19:1.0, 20:1.0, 21:0.0, 22:1.0, 23:0.0, 24:1.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:15377, 31:0.0625, 32:0.24206145913796356, 33:0.0625, 34:0.24206145913796356, 35:0, 36:0, 37:1, 38:116.0, 39:118.64352369297582, 40:1.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (91)_color_threshold_idx_2_chunck_10_region_17_labels_2_G.png, 1:1.0, 2:1.0, 3:1.0, 4:1.0, 5:0.0, 6:0.0, 7:525.0, 8:32.50384592629001, 9:524.5, 10:32.5, 11:0.0, 12:0.0, 13:524.5, 14:32.5, 15:524.5, 16:32.5, 17:1.1283791670955126, 18:1.0, 19:1.0, 20:1.0, 21:0.0, 22:1.0, 23:0.0, 24:1.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:135854, 31:0.0625, 32:0.24206145913796356, 33:0.0625, 34:0.24206145913796356, 35:0, 36:0, 37:1, 38:300.0, 39:260.9668835038544, 40:1.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (92)_color_threshold_idx_2_chunck_10_region_18_labels_2_G.png, 1:2.0, 2:2.0, 3:2.0, 4:2.0, 5:2.0, 6:0.0, 7:519.25, 8:33.75925798947601, 9:518.75, 10:33.75, 11:0.25, 12:0.25, 13:518.75, 14:33.751851801049376, 15:518.75, 16:33.751851801049376, 17:1.5957691216057308, 18:1.0, 19:1.0, 20:1.0, 21:0.0, 22:1.0, 23:0.0, 24:1.0, 25:0.0, 26:0.0625, 27:0.10825317547305482, 28:0.125, 29:0.125, 30:112286, 31:0.3125, 32:0.582961190818051, 33:0.15625, 34:0.4911323014219285, 35:0, 36:0, 37:2, 38:296.7142857142857, 39:258.2262099598027, 40:1.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (93)_color_threshold_idx_2_chunck_14_region_201_labels_2_G.png, 1:1.0, 2:1.0, 3:1.0, 4:1.0, 5:0.0, 6:0.0, 7:415.0, 8:162.50076922894857, 9:414.5, 10:162.5, 11:0.0, 12:0.0, 13:414.5, 14:162.5, 15:414.5, 16:162.5, 17:1.1283791670955126, 18:1.0, 19:1.0, 20:1.0, 21:0.0, 22:1.0, 23:0.0, 24:1.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:30854, 31:0.0625, 32:0.24206145913796356, 33:0.0625, 34:0.24206145913796356, 35:0, 36:0, 37:1, 38:237.14285714285714, 39:239.3052017651032, 40:1.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (94)_color_threshold_idx_1_chunck_6_region_82_labels_1_G.png, 1:1.0, 2:1.0, 3:1.0, 4:1.0, 5:0.0, 6:0.0, 7:249.5, 8:31.00403199585499, 9:249.0, 10:31.0, 11:0.0, 12:0.0, 13:249.0, 14:31.0, 15:249.0, 16:31.0, 17:1.1283791670955126, 18:1.0, 19:1.0, 20:1.0, 21:0.0, 22:1.0, 23:0.0, 24:1.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:6051, 31:0.0625, 32:0.24206145913796356, 33:0.0625, 34:0.24206145913796356, 35:0, 36:0, 37:1, 38:142.57142857142858, 39:125.67515624799988, 40:1.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (95)_color_threshold_idx_1_chunck_0_region_82_labels_0_G.png, 1:1.0, 2:1.0, 3:1.0, 4:1.0, 5:0.0, 6:0.0, 7:559.0, 8:22.5055548698538, 9:558.5, 10:22.5, 11:0.0, 12:0.0, 13:558.5, 14:22.5, 15:558.5, 16:22.5, 17:1.1283791670955126, 18:1.0, 19:1.0, 20:1.0, 21:0.0, 22:1.0, 23:0.0, 24:1.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:49241, 31:0.0625, 32:0.24206145913796356, 33:0.0625, 34:0.24206145913796356, 35:0, 36:0, 37:1, 38:319.42857142857144, 39:277.1558907097268, 40:1.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (96)_color_threshold_idx_1_chunck_-1_region_-1_labels_-1_G.png, 1:1.0, 2:1.0, 3:1.0, 4:1.0, 5:0.0, 6:0.0, 7:401.0, 8:256.50048732897176, 9:400.5, 10:256.5, 11:0.0, 12:0.0, 13:400.5, 14:256.5, 15:400.5, 16:256.5, 17:1.1283791670955126, 18:1.0, 19:1.0, 20:1.0, 21:0.0, 22:1.0, 23:0.0, 24:1.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:1121, 31:0.0625, 32:0.24206145913796356, 33:0.0625, 34:0.24206145913796356, 35:0, 36:0, 37:1, 38:229.14285714285714, 39:277.4446810094008, 40:1.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (96)_color_threshold_idx_1_chunck_1_region_-1_labels_-1_G.png, 1:1.0, 2:1.0, 3:1.0, 4:1.0, 5:0.0, 6:0.0, 7:465.0, 8:201.50062034643963, 9:464.5, 10:201.5, 11:0.0, 12:0.0, 13:464.5, 14:201.5, 15:464.5, 16:201.5, 17:1.1283791670955126, 18:1.0, 19:1.0, 20:1.0, 21:0.0, 22:1.0, 23:0.0, 24:1.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:5308, 31:0.0625, 32:0.24206145913796356, 33:0.0625, 34:0.24206145913796356, 35:0, 36:0, 37:1, 38:265.7142857142857, 39:275.9610294877129, 40:1.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (97)_color_threshold_idx_1_chunck_6_region_116_labels_0_G.png, 1:1.0, 2:1.0, 3:1.0, 4:1.0, 5:0.0, 6:0.0, 7:450.5, 8:99.00126261821109, 9:450.0, 10:99.0, 11:0.0, 12:0.0, 13:450.0, 14:99.0, 15:450.0, 16:99.0, 17:1.1283791670955126, 18:1.0, 19:1.0, 20:1.0, 21:0.0, 22:1.0, 23:0.0, 24:1.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:22491, 31:0.0625, 32:0.24206145913796356, 33:0.0625, 34:0.24206145913796356, 35:0, 36:0, 37:1, 38:257.42857142857144, 39:235.16550836917094, 40:1.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (98)_color_threshold_idx_1_chunck_5_region_113_labels_0_G.png, 1:1.0, 2:1.0, 3:1.0, 4:1.0, 5:0.0, 6:0.0, 7:247.0, 8:106.50117370245269, 9:246.5, 10:106.5, 11:0.0, 12:0.0, 13:246.5, 14:106.5, 15:246.5, 16:106.5, 17:1.1283791670955126, 18:1.0, 19:1.0, 20:1.0, 21:0.0, 22:1.0, 23:0.0, 24:1.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:26467, 31:0.0625, 32:0.24206145913796356, 33:0.0625, 34:0.24206145913796356, 35:0, 36:0, 37:1, 38:141.14285714285714, 39:146.36395786963848, 40:1.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (99)_color_threshold_idx_0_chunck_-1_region_-1_labels_-1_G.png, 1:1.0, 2:1.0, 3:1.0, 4:1.0, 5:0.0, 6:0.0, 7:215.0, 8:106.50117370245269, 9:214.5, 10:106.5, 11:0.0, 12:0.0, 13:214.5, 14:106.5, 15:214.5, 16:106.5, 17:1.1283791670955126, 18:1.0, 19:1.0, 20:1.0, 21:0.0, 22:1.0, 23:0.0, 24:1.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:2225, 31:0.0625, 32:0.24206145913796356, 33:0.0625, 34:0.24206145913796356, 35:0, 36:0, 37:1, 38:122.85714285714286, 39:133.42352391798786, 40:1.0, 
